User,Original_User/Web,Compound,Negative,Neutral,Positive,Tweet
stephgue7,twitter,0.0,0.0,1.0,0.0,RT @Things4WhitePpl: Breaking up over an election. https://t.co/2K3zfhewRY
GalipDalay,SharqForum,0.0,0.0,1.0,0.0,RT @SharqForum: What Does the U.S. Election Mean for the Middle East?https://t.co/xpC8PVCl55 https://t.co/6vyDRWsTNq
GalipDalay,sharqforum,0.0,0.0,1.0,0.0,RT @SharqForum: What Does the U.S. Election Mean for the Middle East?https://t.co/xpC8PVCl55 https://t.co/6vyDRWsTNq
yagirlcdollas,sariuhhh,0.4019,0.151,0.576,0.273,RT @sariuhhh: wow i'm like...genuinely nervous for these election results
MaryEBarnes,DRUDGE_REPORT,0.0258,0.146,0.701,0.153,RT @DRUDGE_REPORT: VIDEO: CNN Reporter Shocked Female Voter Not Excited for Hillary... https://t.co/aZtk3j2TsN
MaryEBarnes,businessinsider,0.0258,0.146,0.701,0.153,RT @DRUDGE_REPORT: VIDEO: CNN Reporter Shocked Female Voter Not Excited for Hillary... https://t.co/aZtk3j2TsN
DevloPM,SoaRPraizist,0.5719,0.0,0.802,0.198,"RT @SoaRPraizist: If Trump wins the election, I will make artwork for everyone that RTs this tweet"
Becky_LoveDemi,MichelleKrys,-0.7206,0.208,0.741,0.051,"RT @MichelleKrys: If you want something to keep your mind off the election, DEAD GIRLS SOCIETY is out today! https://t.co/bSAPWXBSVR https:"
Becky_LoveDemi,amazon,-0.7206,0.208,0.741,0.051,"RT @MichelleKrys: If you want something to keep your mind off the election, DEAD GIRLS SOCIETY is out today! https://t.co/bSAPWXBSVR https:"
Redheadedbird,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
EmmaHam2,allienolann,0.2732,0.0,0.92,0.08,RT @allienolann: just wanted to remind everyone that God already knows the outcome of the election &amp; that He is in control of His kingdom n
basedruba,dj_rocklee,0.5374,0.082,0.752,0.166,RT @dj_rocklee: Shiiitttt if Donald Trump wins this election im warning ALL YALL !!!!! Knuck if you buck white America. Knuck if you the
papiwhitelion,papiwhitelion,0.5719,0.0,0.812,0.188,RT @papiwhitelion: Will Bill Clinton be the 'First Man' of the USA if Hillary wins this Election?
CynthiaMace1,RMSilverman,0.0,0.0,1.0,0.0,RT @RMSilverman: FSN LIVE and TV Azteca reporting from NYC on the eve of the presidential election @FSNLIVE  @Azteca  @featurestory https:/
CynthiaMace1,,0.0,0.0,1.0,0.0,RT @RMSilverman: FSN LIVE and TV Azteca reporting from NYC on the eve of the presidential election @FSNLIVE  @Azteca  @featurestory https:/
DOLORESVESTRICH,NPR,0.4019,0.0,0.863,0.137,RT @NPR: Los Angeles authorities say two polling locations are closed due to an active shooter situation. https://t.co/C7Y1uiDgpf
DOLORESVESTRICH,npr,0.4019,0.0,0.863,0.137,RT @NPR: Los Angeles authorities say two polling locations are closed due to an active shooter situation. https://t.co/C7Y1uiDgpf
tevinclarke252,YouTube,0.0,0.0,1.0,0.0,The Young Turks Election Day Coverage 2016 https://t.co/F5xwQLGrYq via @YouTube
tevinclarke252,youtube,0.0,0.0,1.0,0.0,The Young Turks Election Day Coverage 2016 https://t.co/F5xwQLGrYq via @YouTube
JanLeeEmmer,ConanOBrien,0.8271,0.0,0.7,0.3,RT @ConanOBrien: Congratulations to the winner of the 2016 presidential election.  Youll be receiving the cleaning bill for Americas pant
thebizofmisery,ephrata,-0.2732,0.116,0.884,0.0,RT @ephrata: Just gonna drop this here so you can weigh your options on Election Day  https://t.co/vLImlUcvtU
thebizofmisery,twitter,-0.2732,0.116,0.884,0.0,RT @ephrata: Just gonna drop this here so you can weigh your options on Election Day  https://t.co/vLImlUcvtU
fordstokes,KarlRove,-0.4767,0.307,0.693,0.0,@KarlRove Unfair shot at Trump on Election night.
___jomeeee,burgurll,0.0,0.0,1.0,0.0,"RT @burgurll: Michellle Obama should run for president next election and her slogan should be ""Ya'll thought we were done"""
TheSteveHolland,mtredden,0.0,0.0,1.0,0.0,"RT @mtredden: It's not just Hillary. Tonight, 7 women are trying to become the first female senator or house rep from their state: https://"
TheSteveHolland,,0.0,0.0,1.0,0.0,"RT @mtredden: It's not just Hillary. Tonight, 7 women are trying to become the first female senator or house rep from their state: https://"
aspen1031,blvckpapii,0.0,0.0,1.0,0.0,RT @blvckpapii: Trump vs Hillary at election today  https://t.co/mO8byI0rK1
aspen1031,twitter,0.0,0.0,1.0,0.0,RT @blvckpapii: Trump vs Hillary at election today  https://t.co/mO8byI0rK1
Restrepojuanfe,NateSilver538,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
Restrepojuanfe,fivethirtyeight,0.4767,0.121,0.603,0.276,"RT @NateSilver538: If Clinton wins Florida, her chances will shoot up to about 93%. https://t.co/ZUCgeSJ5eP"
elmorephd,NRO,0.0,0.0,1.0,0.0,"RT @NRO: Early Exit Polls: Trump Opens YUGE Gap between College-Educated, Non-College-Educated Whiteshttps://t.co/ADpCNhYfiC #ElectionNight"
djrobdipaolo,instagram,-0.2547,0.197,0.7,0.103,"Ok Presidential Election, I don't like you and you don't like me. Let's just get through this so https://t.co/6VTJHFB2Jf"
drew4524,JamesOKeefeIII,-0.5423,0.132,0.868,0.0,"RT @JamesOKeefeIII: We just caught election officials telling people who to vote for, crime Under 25 PS 3031.11. I will tag both you and @D"
nwi_kerrye,instagram,-0.4973,0.297,0.703,0.0,There's nothing like Election Night pizza in the newsroom. It's like https://t.co/2HRCnoqwQ0
babiplant,petesmoonbase,-0.2466,0.193,0.664,0.143,RT @petesmoonbase: Feels more like a bad reality tv show than an actual presidential election  #ElectionNight
kimgee41,joshmancuso,0.0,0.0,1.0,0.0,RT @joshmancuso: Today I voted for @Evan_McMullin. It's a vote for conservative principles and for our future. #Election
kirstenp998,kurtsteiss,0.0,0.0,1.0,0.0,"RT @kurtsteiss: There are now 6,884 flags on the #okstate library lawn, and they aren't for the election. Each flag represents a soldier ki"
wtfstavo,LaurenJauregui,0.4795,0.0,0.881,0.119,RT @LaurenJauregui: I'm so excited that I was able to exercise my vote as a Cuban American Woman for the first time in this particular elec
MWatsPatriot,nbcconnecticut,0.0,0.0,1.0,0.0,#trumpI just told #NBCCT I voted today for Donald #Trump. Follow @nbcconnecticut for the latest election news. https://t.co/IX8mb1stcJ
MWatsPatriot,nbcconnecticut,0.0,0.0,1.0,0.0,#trumpI just told #NBCCT I voted today for Donald #Trump. Follow @nbcconnecticut for the latest election news. https://t.co/IX8mb1stcJ
sisterbarbieq,marinanachos,0.4939,0.0,0.802,0.198,RT @marinanachos: How early is too early for Election Day drinking?  Asking for a friend.
MarboGarbo,HIGH_TIMES_Mag,0.2225,0.0,0.921,0.079,RT @HIGH_TIMES_Mag: We're back on FB Live! Want to know the second weed gets legalized? IGH TIMES is covering the election live! https://t.
MarboGarbo,,0.2225,0.0,0.921,0.079,RT @HIGH_TIMES_Mag: We're back on FB Live! Want to know the second weed gets legalized? IGH TIMES is covering the election live! https://t.
xlovelyfranta,memeprovider,0.0,0.0,1.0,0.0,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU
xlovelyfranta,twitter,0.0,0.0,1.0,0.0,RT @memeprovider: got my election sticker https://t.co/EBknYdpVzU
gpena,NateSilver538,0.0,0.0,1.0,0.0,RT @NateSilver538: So here's the link to our election night model! Forecast will update as states are CALLED (not on partial returns): http
Synbane,tylissius,-0.3382,0.298,0.527,0.176,"@tylissius Jokes on you, the election fucks you!"
NotChrisWells,JamesOKeefeIII,-0.5423,0.132,0.868,0.0,"RT @JamesOKeefeIII: We just caught election officials telling people who to vote for, crime Under 25 PS 3031.11. I will tag both you and @D"
neatIester,StanceFrac,0.5719,0.0,0.791,0.209,RT @StanceFrac: If Donald trump wins the election I'll PayPal everyone that rted this $1
yourbeth_friend,TamEdwards6abc,0.4939,0.0,0.862,0.138,"RT @TamEdwards6abc: Women are flocking to Susan B Anthony's NY State gravesite, leaving their ""I Voted"" stickers on headstone, in honor of"
SOgnenis,ElementsMatter,0.0,0.0,1.0,0.0,RT @ElementsMatter: 2016 Election Night: Live coverage and results | FiveThirtyEight https://t.co/JkhpQqLMUr
SOgnenis,fivethirtyeight,0.0,0.0,1.0,0.0,RT @ElementsMatter: 2016 Election Night: Live coverage and results | FiveThirtyEight https://t.co/JkhpQqLMUr
BorisNotDJ,jermainenyc,0.5936,0.0,0.805,0.195,"can't wait till this election is over..So we can talk about more important things, like my bday bash w/@jermainenyc this Fri @schimanskinyc"
DJ_Homewrecker,DJ_Homewrecker,-0.5319,0.209,0.791,0.0,RT @DJ_Homewrecker: TRUMP IS ABOUT TO LOSE AN ELECTION ON TACO TUESDAY. SO FITTING.
zengirl55,ananavarro,0.0,0.0,1.0,0.0,RT @ananavarro: So I bought a white pantsuit for election coverage tonight about a month ago...before I knew it was a thing. https://t.co/D
zengirl55,twitter,0.0,0.0,1.0,0.0,RT @ananavarro: So I bought a white pantsuit for election coverage tonight about a month ago...before I knew it was a thing. https://t.co/D
IdeaGov,jacobsoboroff,0.3182,0.0,0.892,0.108,RT @jacobsoboroff: Huge lines at this Philly polling place with less than two hours to go until polls close.  https://t.co/nrQfFAMk1Q
IdeaGov,twitter,0.3182,0.0,0.892,0.108,RT @jacobsoboroff: Huge lines at this Philly polling place with less than two hours to go until polls close.  https://t.co/nrQfFAMk1Q
KoolaidUSA,NewYorker,0.4588,0.0,0.842,0.158,RT @NewYorker: The Trump campaign was laughed out of the courtroom in Nevada today. https://t.co/XpavP0b3k8 #ElectionDay https://t.co/hmjmK
KoolaidUSA,newyorker,0.4588,0.0,0.842,0.158,RT @NewYorker: The Trump campaign was laughed out of the courtroom in Nevada today. https://t.co/XpavP0b3k8 #ElectionDay https://t.co/hmjmK
StellaLelohan,BreitbartNews,0.802,0.0,0.631,0.369,"Reuters Exit Poll: 3 in 4 Think Economy 'Rigged' for 'Rich and Powerful,' Want 'Strong Leader'  https://t.co/oQwv6k1xu9 via @BreitbartNews"
StellaLelohan,breitbart,0.802,0.0,0.631,0.369,"Reuters Exit Poll: 3 in 4 Think Economy 'Rigged' for 'Rich and Powerful,' Want 'Strong Leader'  https://t.co/oQwv6k1xu9 via @BreitbartNews"
djajiprime,squalloogal,0.0,0.0,1.0,0.0,RT @squalloogal: Only place to get the facts on this election and what's to come #tytlive https://t.co/2phE3aPrCi
djajiprime,twitter,0.0,0.0,1.0,0.0,RT @squalloogal: Only place to get the facts on this election and what's to come #tytlive https://t.co/2phE3aPrCi
ranpaq,HalleyBorderCol,0.7703,0.0,0.74,0.26,"RT @HalleyBorderCol: For anyone wanting election results as them come in, the Guardian site seems quite good. Looking good for #Trump!htt"
mae_claire1,GAVlNREACTS,0.6249,0.0,0.661,0.339,RT @GAVlNREACTS: A great way to start Election Day https://t.co/yr6QAP3orF
mae_claire1,twitter,0.6249,0.0,0.661,0.339,RT @GAVlNREACTS: A great way to start Election Day https://t.co/yr6QAP3orF
NC1Sam,NewsCenter1,-0.5423,0.189,0.723,0.088,Poll workers say it's been a smooth day at Pinedale Elementary for voters. Join us on @NewsCenter1 for tonight's fu https://t.co/VqLSTOqV89
NC1Sam,twitter,-0.5423,0.189,0.723,0.088,Poll workers say it's been a smooth day at Pinedale Elementary for voters. Join us on @NewsCenter1 for tonight's fu https://t.co/VqLSTOqV89
MasonHartzell14,ColtonRamos,0.3818,0.0,0.822,0.178,RT @ColtonRamos: The only man who can protect us from this election  https://t.co/U7A0c5Oa6P
MasonHartzell14,twitter,0.3818,0.0,0.822,0.178,RT @ColtonRamos: The only man who can protect us from this election  https://t.co/U7A0c5Oa6P
ObjectiviTweets,ariarmstrong,0.4404,0.0,0.805,0.195,"RT @ariarmstrong: 538 has a good live blog going of the election, btw: https://t.co/dxzoPHZiZk"
ObjectiviTweets,fivethirtyeight,0.4404,0.0,0.805,0.195,"RT @ariarmstrong: 538 has a good live blog going of the election, btw: https://t.co/dxzoPHZiZk"
koalagirl08,dressed_sharp,-0.7707,0.324,0.676,0.0,"RT @dressed_sharp: There s nothing patriotic about accepting a fraudulent election, real Americans will go to court if #trump loses because"
EffortlessChick,twitter,-0.5106,0.32,0.68,0.0,I'm sick of it... Election go away https://t.co/Jw5Uc3KoXE
elaineprettyeye,repjohnlewis,0.0,0.0,1.0,0.0,"RT @repjohnlewis: Do not give up, give in, or give out. You must do what it takes to make your voice heard and cast your ballot in this ele"
honeynutlexios,InappropriateSB,0.0,0.0,1.0,0.0,RT @InappropriateSB: This election in a nutshell https://t.co/TE1m8Scmmi
honeynutlexios,twitter,0.0,0.0,1.0,0.0,RT @InappropriateSB: This election in a nutshell https://t.co/TE1m8Scmmi
Electric41E,wikileaks,0.0,0.0,1.0,0.0,RT @wikileaks: WikiLeaks editor Julian Assange's statement today on the US election https://t.co/Q6KEChqm1B https://t.co/ZdZlolZJMl
Electric41E,wikileaks,0.0,0.0,1.0,0.0,RT @wikileaks: WikiLeaks editor Julian Assange's statement today on the US election https://t.co/Q6KEChqm1B https://t.co/ZdZlolZJMl
El_Ma3stro77,lp_1516,0.0775,0.079,0.791,0.13,@lp_1516 @IZOD I didn't vote you know that lol cause I know it's important to do it but I don't think it's worth in this election
Ultimate_Solo,CNN,-0.1531,0.071,0.929,0.0,RT @CNN: Time is running out for @HillaryClinton &amp; @realDonaldTrump. Its a close race. Dont miss a moment on election night with CNN. htt
efairhurst,nbcphiladelphia,0.0,0.0,1.0,0.0,Woman Who Got Married in Blizzard Votes With Newborn Girl https://t.co/PLPAXbjbCO
AliciaBarnesTV,CNN,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
AliciaBarnesTV,twitter,0.0,0.0,1.0,0.0,RT @CNN: Stand by for #CNNElection projectionhttps://t.co/15RGLqdxpK#ElectionNight https://t.co/Ty5O1defYU
ruchdesh,BernieSanders,0.6705,0.0,0.776,0.224,RT @BernieSanders: I can't fill in for every worker today. Election Day should be a national holiday so that everyone has the opportunity t
BubashLance,HRC4Prison,-0.6908,0.228,0.722,0.049,"RT @HRC4Prison: DISTRACTIONWhile media tries to focus your attention on this, they want to distract you from election fraud &amp; Clinton th"
JeromeChallamel,SkyNews,0.0,0.0,1.0,0.0,Also Live #ElectionResults via @SkyNews https://t.co/M6rpVJ94Z8 #Election2016 #ElectionDay #ElectionNight #HillaryClinton #DonaldTrump
JeromeChallamel,election,0.0,0.0,1.0,0.0,Also Live #ElectionResults via @SkyNews https://t.co/M6rpVJ94Z8 #Election2016 #ElectionDay #ElectionNight #HillaryClinton #DonaldTrump
iJasonYu,politico,0.0,0.0,1.0,0.0,RT @politico: Polls are about to close in multiple states. Follow live results here: https://t.co/YYB0l0V0BN https://t.co/lW4cC0Gvaj
iJasonYu,politico,0.0,0.0,1.0,0.0,RT @politico: Polls are about to close in multiple states. Follow live results here: https://t.co/YYB0l0V0BN https://t.co/lW4cC0Gvaj
209twitch,MaxMeleganich,-0.1531,0.348,0.652,0.0,@MaxMeleganich @inshaIlah awkward https://t.co/4vRGCllGBU
209twitch,nytimes,-0.1531,0.348,0.652,0.0,@MaxMeleganich @inshaIlah awkward https://t.co/4vRGCllGBU
mrn9b,ConanOBrien,0.8271,0.0,0.7,0.3,RT @ConanOBrien: Congratulations to the winner of the 2016 presidential election.  Youll be receiving the cleaning bill for Americas pant
OmarMR709,TheEconomist,0.0,0.0,1.0,0.0,RT @TheEconomist: How other countries would vote in the American election https://t.co/kYiIOsGYO0 https://t.co/eoQw7s3H8V
OmarMR709,economist,0.0,0.0,1.0,0.0,RT @TheEconomist: How other countries would vote in the American election https://t.co/kYiIOsGYO0 https://t.co/eoQw7s3H8V
u2_lisa,tonygoldwyn,0.7772,0.0,0.702,0.298,@tonygoldwyn Tony Goldwyn!!! Are you ready to make history?! Never been so excited about an election! #ElectionNight https://t.co/9pX7vSCj25
u2_lisa,twitter,0.7772,0.0,0.702,0.298,@tonygoldwyn Tony Goldwyn!!! Are you ready to make history?! Never been so excited about an election! #ElectionNight https://t.co/9pX7vSCj25
ericathas,npr,0.0,0.0,1.0,0.0,The @npr live blog--&gt; https://t.co/IYdhOSnhEqState-by-state results--&gt; https://t.co/qx1CdIqJafContext--&gt; https://t.co/EatqgPk7XL
ericathas,t,0.0,0.0,1.0,0.0,The @npr live blog--&gt; https://t.co/IYdhOSnhEqState-by-state results--&gt; https://t.co/qx1CdIqJafContext--&gt; https://t.co/EatqgPk7XL
Karl_Huebner,tomjensen100,-0.34,0.146,0.854,0.0,RT @tomjensen100: This election has me stressed out. May be time for a Mazel Tov Cocktail.
ASUCRiverside,facebook,0.0,0.0,1.0,0.0,Fellow #Highlanders! Tonight there will be a live Election Coverage event in HUB 302! This is a historical... https://t.co/mBThJmwNih
JustinWelham,CharlieDayQuote,0.0,0.0,1.0,0.0,RT @CharlieDayQuote: After the election results tonight... https://t.co/cmPwW4Jded
JustinWelham,twitter,0.0,0.0,1.0,0.0,RT @CharlieDayQuote: After the election results tonight... https://t.co/cmPwW4Jded
worldnews_net,abcnews,0.0,0.0,1.0,0.0,How Donald Trump Is Spending Election Night https://t.co/zmNZ6HvF1w #abcnews #abc #news
annie773,HRC4Prison,-0.6908,0.228,0.722,0.049,"RT @HRC4Prison: DISTRACTIONWhile media tries to focus your attention on this, they want to distract you from election fraud &amp; Clinton th"
BernThe270,twitter,0.0,0.0,1.0,0.0,ELECTION PROTECTION#API Asian Pacific IslanderAAJC's #VoterHotline for non-English speakers.800-API-VOTE https://t.co/wRJdCic8n3
TroyChildress1,vfmeadows17,0.5719,0.0,0.709,0.291,RT @vfmeadows17: Happy Election Day franz  #MAGA #TrumpTrain @OldRowOfficial https://t.co/65pMbrLUpe
TroyChildress1,twitter,0.5719,0.0,0.709,0.291,RT @vfmeadows17: Happy Election Day franz  #MAGA #TrumpTrain @OldRowOfficial https://t.co/65pMbrLUpe
malindalo,instagram,0.0,0.0,1.0,0.0,Election night apple galette! #homecooking #baking https://t.co/mdUtwPBIzb
SmallFriesBaby,tyleroakley,0.861,0.0,0.687,0.313,"RT @tyleroakley: better late than never!! if you've never voted before, make THIS election your first. it's so easy &amp; you won't regret it."
saintjada13,kelly_ohmann,-0.624,0.281,0.611,0.108,RT @kelly_ohmann: if I have to hear one more privileged ass white boy say this election doesn't matter I am going to LOSE IT
doctor_oddball,jimsciutto,0.0,0.0,1.0,0.0,"@jimsciutto @Stefan_Laurell @KristinFisher They should have taken a ""nutscape"" photo of earth for this election"
kanimozhi,realDonaldTrump,0.2124,0.0,0.931,0.069,"RT @realDonaldTrump: Don't let up, keep getting out to vote - this election is FAR FROM OVER! We are doing well but there is much time left"
GOPbattle2016,realDonaldTrump,0.7836,0.0,0.723,0.277,RT @realDonaldTrump: I will be watching the election results from Trump Tower in Manhattan with my family and friends. Very exciting!
